Group,ShortChar01,Cust. ID,Customer,Name,Address,Address2,Address3,City,State/Province,Postal Code,Country,EDICode,Est. Date,Ship To
DLR,,CID1327,2423,Customer Name 1327,Street Address 1327,Line2,Line3,The City,STATE,10471,USA,,12/13/1993,
DLR,,CID1328,2424,Customer Name 1328,Street Address 1328,Line2,Line3,The City,STATE,10471,USA,,12/14/1993,
DLR,,CID1329,2426,Customer Name 1329,Street Address 1329,Line2,Line3,The City,STATE,10471,USA,,12/15/1993,
IND,,CID1330,2427,Customer Name 1330,Street Address 1330,Line2,Line3,The City,STATE,10471,USA,,12/16/1993,
DLR,,CID1331,2428,Customer Name 1331,Street Address 1331,Line2,Line3,The City,STATE,10471,USA,,12/17/1993,
DLR,,CID1332,2429,Customer Name 1332,Street Address 1332,Line2,Line3,The City,STATE,10471,USA,,12/18/1993,
DLR,,CID1333,2430,Customer Name 1333,Street Address 1333,Line2,Line3,The City,STATE,10471,USA,,12/19/1993,
DLR,,CID1334,2435,Customer Name 1334,Street Address 1334,Line2,Line3,The City,STATE,10471,USA,,12/20/1993,
DLR,,CID1335,2436,Customer Name 1335,Street Address 1335,Line2,Line3,The City,STATE,10471,USA,,12/21/1993,
DLR,,CID1336,2437,Customer Name 1336,Street Address 1336,Line2,Line3,The City,STATE,10471,USA,,12/22/1993,
DLR,,CID1337,2438,Customer Name 1337,Street Address 1337,Line2,Line3,The City,STATE,10471,USA,,12/23/1993,
DLR,,CID1338,2439,Customer Name 1338,Street Address 1338,Line2,Line3,The City,STATE,10471,USA,,12/24/1993,
DLR,,CID1339,2441,Customer Name 1339,Street Address 1339,Line2,Line3,The City,STATE,10471,USA,,12/25/1993,
DLR,,CID1340,2442,Customer Name 1340,Street Address 1340,Line2,Line3,The City,STATE,10471,USA,,12/26/1993,
DLR,,CID1341,2443,Customer Name 1341,Street Address 1341,Line2,Line3,The City,STATE,10471,CAN,,12/27/1993,
DLR,,CID1342,2446,Customer Name 1342,Street Address 1342,Line2,Line3,The City,STATE,10471,USA,,12/28/1993,
DLR,,CID1343,2447,Customer Name 1343,Street Address 1343,Line2,Line3,The City,STATE,10471,USA,,12/29/1993,
DLR,,CID1344,2450,Customer Name 1344,Street Address 1344,Line2,Line3,The City,STATE,10471,USA,,12/30/1993,
DLR,,CID1345,2453,Customer Name 1345,Street Address 1345,Line2,Line3,The City,STATE,10471,USA,,12/31/1993,
DLR,,CID1346,2454,Customer Name 1346,Street Address 1346,Line2,Line3,The City,STATE,10471,USA,,1/1/1994,
DLR,,CID1347,2457,Customer Name 1347,Street Address 1347,Line2,Line3,The City,STATE,10471,USA,,1/2/1994,
DLR,,CID1348,2459,Customer Name 1348,Street Address 1348,Line2,Line3,The City,STATE,10471,USA,,1/3/1994,
DLR,,CID1349,2460,Customer Name 1349,Street Address 1349,Line2,Line3,The City,STATE,10471,USA,,1/4/1994,
OEM,,CID1350,2462,Customer Name 1350,Street Address 1350,Line2,Line3,The City,STATE,10471,USA,,1/5/1994,
DLR,,CID1351,2464,Customer Name 1351,Street Address 1351,Line2,Line3,The City,STATE,10471,USA,,1/6/1994,
DLR,,CID1352,2465,Customer Name 1352,Street Address 1352,Line2,Line3,The City,STATE,10471,USA,,1/7/1994,
DLR,,CID1353,2468,Customer Name 1353,Street Address 1353,Line2,Line3,The City,STATE,10471,USA,,1/8/1994,
DLR,,CID1354,2470,Customer Name 1354,Street Address 1354,Line2,Line3,The City,STATE,10471,USA,,1/9/1994,
DLR,,CID1355,2474,Customer Name 1355,Street Address 1355,Line2,Line3,The City,STATE,10471,USA,,1/10/1994,
DLR,,CID1356,2476,Customer Name 1356,Street Address 1356,Line2,Line3,The City,STATE,10471,USA,,1/11/1994,
DLR,,CID1357,2477,Customer Name 1357,Street Address 1357,Line2,Line3,The City,STATE,10471,USA,,1/12/1994,
OEM,,CID1358,2478,Customer Name 1358,Street Address 1358,Line2,Line3,The City,STATE,10471,USA,,1/13/1994,
DLR,,CID1359,2479,Customer Name 1359,Street Address 1359,Line2,Line3,The City,STATE,10471,USA,,1/14/1994,
DLR,,CID1360,2480,Customer Name 1360,Street Address 1360,Line2,Line3,The City,STATE,10471,USA,,1/15/1994,
DLR,,CID1361,2481,Customer Name 1361,Street Address 1361,Line2,Line3,The City,STATE,10471,USA,,1/16/1994,
DLR,,CID1362,2483,Customer Name 1362,Street Address 1362,Line2,Line3,The City,STATE,10471,USA,,1/17/1994,
DLR,,CID1363,2484,Customer Name 1363,Street Address 1363,Line2,Line3,The City,STATE,10471,USA,,1/18/1994,
DLR,,CID1364,2485,Customer Name 1364,Street Address 1364,Line2,Line3,The City,STATE,10471,USA,,1/19/1994,
DLR,,CID1365,2486,Customer Name 1365,Street Address 1365,Line2,Line3,The City,STATE,10471,USA,,1/20/1994,
OEM,,CID1366,2490,Customer Name 1366,Street Address 1366,Line2,Line3,The City,STATE,10471,USA,,1/21/1994,
DLR,,CID1367,2492,Customer Name 1367,Street Address 1367,Line2,Line3,The City,STATE,10471,USA,,1/22/1994,
DLR,,CID1368,2493,Customer Name 1368,Street Address 1368,Line2,Line3,The City,STATE,10471,USA,,1/23/1994,
DLR,,CID1369,2494,Customer Name 1369,Street Address 1369,Line2,Line3,The City,STATE,10471,USA,,1/24/1994,
DLR,,CID1370,2495,Customer Name 1370,Street Address 1370,Line2,Line3,The City,STATE,10471,USA,,1/25/1994,
IND,,CID1371,2496,Customer Name 1371,Street Address 1371,Line2,Line3,The City,STATE,10471,USA,,1/26/1994,
DLR,,CID1372,2497,Customer Name 1372,Street Address 1372,Line2,Line3,The City,STATE,10471,USA,,1/27/1994,
DLR,,CID1373,2498,Customer Name 1373,Street Address 1373,Line2,Line3,The City,STATE,10471,USA,,1/28/1994,
DLR,,CID1374,2499,Customer Name 1374,Street Address 1374,Line2,Line3,The City,STATE,10471,USA,,1/29/1994,
DLR,,CID1375,2500,Customer Name 1375,Street Address 1375,Line2,Line3,The City,STATE,10471,USA,,1/30/1994,
DLR,,CID1376,2501,Customer Name 1376,Street Address 1376,Line2,Line3,The City,STATE,10471,USA,,1/31/1994,
DLR,,CID1377,2503,Customer Name 1377,Street Address 1377,Line2,Line3,The City,STATE,10471,USA,,2/1/1994,
DLR,,CID1378,2504,Customer Name 1378,Street Address 1378,Line2,Line3,The City,STATE,10471,USA,,2/2/1994,
DLR,,CID1379,2505,Customer Name 1379,Street Address 1379,Line2,Line3,The City,STATE,10471,USA,,2/3/1994,
OEM,,CID1380,2506,Customer Name 1380,Street Address 1380,Line2,Line3,The City,STATE,10471,USA,,2/4/1994,
DLR,,CID1381,2507,Customer Name 1381,Street Address 1381,Line2,Line3,The City,STATE,10471,USA,,2/5/1994,
DLR,,CID1382,2508,Customer Name 1382,Street Address 1382,Line2,Line3,The City,STATE,10471,USA,,2/6/1994,
DLR,,CID1383,2511,Customer Name 1383,Street Address 1383,Line2,Line3,The City,STATE,10471,USA,,2/7/1994,
DLR,,CID1384,2512,Customer Name 1384,Street Address 1384,Line2,Line3,The City,STATE,10471,USA,,2/8/1994,
DLR,,CID1385,2513,Customer Name 1385,Street Address 1385,Line2,Line3,The City,STATE,10471,USA,,2/9/1994,
DLR,,CID1386,2514,Customer Name 1386,Street Address 1386,Line2,Line3,The City,STATE,10471,USA,,2/10/1994,
DLR,,CID1387,2515,Customer Name 1387,Street Address 1387,Line2,Line3,The City,STATE,10471,USA,,2/11/1994,
DLR,,CID1388,2516,Customer Name 1388,Street Address 1388,Line2,Line3,The City,STATE,10471,USA,,2/12/1994,
DLR,,CID1389,2518,Customer Name 1389,Street Address 1389,Line2,Line3,The City,STATE,10471,USA,,2/13/1994,
DLR,,CID1390,2519,Customer Name 1390,Street Address 1390,Line2,Line3,The City,STATE,10471,USA,,2/14/1994,
DLR,,CID1391,2521,Customer Name 1391,Street Address 1391,Line2,Line3,The City,STATE,10471,USA,,2/15/1994,
OEM,,CID1392,2522,Customer Name 1392,Street Address 1392,Line2,Line3,The City,STATE,10471,USA,,2/16/1994,
OEM,,CID1393,2523,Customer Name 1393,Street Address 1393,Line2,Line3,The City,STATE,10471,USA,,2/17/1994,
OEM,,CID1394,2524,Customer Name 1394,Street Address 1394,Line2,Line3,The City,STATE,10471,USA,,2/18/1994,
DLR,,CID1395,2525,Customer Name 1395,Street Address 1395,Line2,Line3,The City,STATE,10471,USA,,2/19/1994,
DLR,,CID1396,2526,Customer Name 1396,Street Address 1396,Line2,Line3,The City,STATE,10471,USA,,2/20/1994,
DLR,,CID1397,2528,Customer Name 1397,Street Address 1397,Line2,Line3,The City,STATE,10471,USA,,2/21/1994,
DLR,,CID1398,2529,Customer Name 1398,Street Address 1398,Line2,Line3,The City,STATE,10471,USA,,2/22/1994,
DLR,,CID1399,2530,Customer Name 1399,Street Address 1399,Line2,Line3,The City,STATE,10471,USA,,2/23/1994,
DLR,,CID1400,2532,Customer Name 1400,Street Address 1400,Line2,Line3,The City,STATE,10471,USA,,2/24/1994,
DLR,,CID1401,2533,Customer Name 1401,Street Address 1401,Line2,Line3,The City,STATE,10471,USA,,2/25/1994,
DLR,,CID1402,2534,Customer Name 1402,Street Address 1402,Line2,Line3,The City,STATE,10471,USA,,2/26/1994,
OEM,,CID1403,2537,Customer Name 1403,Street Address 1403,Line2,Line3,The City,STATE,10471,CANADA,,2/27/1994,
OEM,,CID1404,2538,Customer Name 1404,Street Address 1404,Line2,Line3,The City,STATE,10471,USA,,2/28/1994,
DLR,,CID1405,2539,Customer Name 1405,Street Address 1405,Line2,Line3,The City,STATE,10471,USA,,3/1/1994,
DLR,,CID1406,2540,Customer Name 1406,Street Address 1406,Line2,Line3,The City,STATE,10471,USA,,3/2/1994,
OEM,,CID1407,2541,Customer Name 1407,Street Address 1407,Line2,Line3,The City,STATE,10471,USA,,3/3/1994,
DLR,,CID1408,2543,Customer Name 1408,Street Address 1408,Line2,Line3,The City,STATE,10471,USA,,3/4/1994,
DLR,,CID1409,2545,Customer Name 1409,Street Address 1409,Line2,Line3,The City,STATE,10471,USA,,3/5/1994,
DLR,,CID1410,2547,Customer Name 1410,Street Address 1410,Line2,Line3,The City,STATE,10471,USA,,3/6/1994,
DLR,,CID1411,2548,Customer Name 1411,Street Address 1411,Line2,Line3,The City,STATE,10471,USA,,3/7/1994,
DLR,,CID1412,2549,Customer Name 1412,Street Address 1412,Line2,Line3,The City,STATE,10471,USA,,3/8/1994,
DLR,,CID1413,2550,Customer Name 1413,Street Address 1413,Line2,Line3,The City,STATE,10471,USA,,3/9/1994,
DLR,,CID1414,2551,Customer Name 1414,Street Address 1414,Line2,Line3,The City,STATE,10471,USA,,3/10/1994,
DLR,,CID1415,2552,Customer Name 1415,Street Address 1415,Line2,Line3,The City,STATE,10471,USA,,3/11/1994,
DLR,,CID1416,2554,Customer Name 1416,Street Address 1416,Line2,Line3,The City,STATE,10471,USA,,3/12/1994,
DLR,,CID1417,2555,Customer Name 1417,Street Address 1417,Line2,Line3,The City,STATE,10471,USA,,3/13/1994,
DLR,,CID1418,2556,Customer Name 1418,Street Address 1418,Line2,Line3,The City,STATE,10471,USA,,3/14/1994,
DLR,,CID1419,2557,Customer Name 1419,Street Address 1419,Line2,Line3,The City,STATE,10471,USA,,3/15/1994,
OEM,,CID1420,2558,Customer Name 1420,Street Address 1420,Line2,Line3,The City,STATE,10471,USA,,3/16/1994,
DLR,,CID1421,2559,Customer Name 1421,Street Address 1421,Line2,Line3,The City,STATE,10471,USA,,3/17/1994,
DLR,,CID1422,2560,Customer Name 1422,Street Address 1422,Line2,Line3,The City,STATE,10471,USA,,3/18/1994,
DLR,,CID1423,2561,Customer Name 1423,Street Address 1423,Line2,Line3,The City,STATE,10471,USA,,3/19/1994,
DLR,,CID1424,2562,Customer Name 1424,Street Address 1424,Line2,Line3,The City,STATE,10471,USA,,3/20/1994,
DLR,,CID1425,2563,Customer Name 1425,Street Address 1425,Line2,Line3,The City,STATE,10471,USA,,3/21/1994,
DLR,,CID1426,2564,Customer Name 1426,Street Address 1426,Line2,Line3,The City,STATE,10471,USA,,3/22/1994,
DLR,,CID1427,2565,Customer Name 1427,Street Address 1427,Line2,Line3,The City,STATE,10471,USA,,3/23/1994,
DLR,,CID1428,2566,Customer Name 1428,Street Address 1428,Line2,Line3,The City,STATE,10471,USA,,3/24/1994,
DLR,,CID1429,2568,Customer Name 1429,Street Address 1429,Line2,Line3,The City,STATE,10471,USA,,3/25/1994,
OEM,,CID1430,2569,Customer Name 1430,Street Address 1430,Line2,Line3,The City,STATE,10471,USA,,3/26/1994,
DLR,,CID1431,2570,Customer Name 1431,Street Address 1431,Line2,Line3,The City,STATE,10471,USA,,3/27/1994,
DLR,,CID1432,2571,Customer Name 1432,Street Address 1432,Line2,Line3,The City,STATE,10471,USA,,3/28/1994,
DLR,,CID1433,2574,Customer Name 1433,Street Address 1433,Line2,Line3,The City,STATE,10471,USA,,3/29/1994,
DLR,,CID1434,2576,Customer Name 1434,Street Address 1434,Line2,Line3,The City,STATE,10471,USA,,3/30/1994,
DLR,,CID1435,2577,Customer Name 1435,Street Address 1435,Line2,Line3,The City,STATE,10471,USA,,3/31/1994,
DLR,,CID1436,2578,Customer Name 1436,Street Address 1436,Line2,Line3,The City,STATE,10471,USA,,4/1/1994,
OEM,,CID1437,2581,Customer Name 1437,Street Address 1437,Line2,Line3,The City,STATE,10471,USA,,4/2/1994,
DLR,,CID1438,2583,Customer Name 1438,Street Address 1438,Line2,Line3,The City,STATE,10471,USA,,4/3/1994,
DLR,,CID1439,2587,Customer Name 1439,Street Address 1439,Line2,Line3,The City,STATE,10471,USA,,4/4/1994,
DLR,,CID1440,2588,Customer Name 1440,Street Address 1440,Line2,Line3,The City,STATE,10471,USA,,4/5/1994,
IND,,CID1441,2591,Customer Name 1441,Street Address 1441,Line2,Line3,The City,STATE,10471,USA,,4/6/1994,
DLR,,CID1442,2593,Customer Name 1442,Street Address 1442,Line2,Line3,The City,STATE,10471,USA,,4/7/1994,
DLR,,CID1443,2595,Customer Name 1443,Street Address 1443,Line2,Line3,The City,STATE,10471,USA,,4/8/1994,
DLR,,CID1444,2596,Customer Name 1444,Street Address 1444,Line2,Line3,The City,STATE,10471,USA,,4/9/1994,
DLR,,CID1445,2597,Customer Name 1445,Street Address 1445,Line2,Line3,The City,STATE,10471,USA,,4/10/1994,
DLR,,CID1446,2599,Customer Name 1446,Street Address 1446,Line2,Line3,The City,STATE,10471,USA,,4/11/1994,
DLR,,CID1447,2600,Customer Name 1447,Street Address 1447,Line2,Line3,The City,STATE,10471,USA,,4/12/1994,
DLR,,CID1448,2601,Customer Name 1448,Street Address 1448,Line2,Line3,The City,STATE,10471,USA,,4/13/1994,
DLR,,CID1449,2602,Customer Name 1449,Street Address 1449,Line2,Line3,The City,STATE,10471,USA,,4/14/1994,
DLR,,CID1450,2603,Customer Name 1450,Street Address 1450,Line2,Line3,The City,STATE,10471,USA,,4/15/1994,
DLR,,CID1451,2604,Customer Name 1451,Street Address 1451,Line2,Line3,The City,STATE,10471,USA,,4/16/1994,
DLR,,CID1452,2607,Customer Name 1452,Street Address 1452,Line2,Line3,The City,STATE,10471,USA,,4/17/1994,
DLR,,CID1453,2610,Customer Name 1453,Street Address 1453,Line2,Line3,The City,STATE,10471,USA,,4/18/1994,
DLR,,CID1454,2614,Customer Name 1454,Street Address 1454,Line2,Line3,The City,STATE,10471,USA,,4/19/1994,
DLR,,CID1455,2616,Customer Name 1455,Street Address 1455,Line2,Line3,The City,STATE,10471,CANADA,,4/20/1994,
DLR,,CID1456,2620,Customer Name 1456,Street Address 1456,Line2,Line3,The City,STATE,10471,USA,,4/21/1994,
DLR,,CID1457,2624,Customer Name 1457,Street Address 1457,Line2,Line3,The City,STATE,10471,USA,,4/22/1994,
DLR,,CID1458,2635,Customer Name 1458,Street Address 1458,Line2,Line3,The City,STATE,10471,USA,,4/23/1994,
DLR,,CID1459,2637,Customer Name 1459,Street Address 1459,Line2,Line3,The City,STATE,10471,USA,,4/24/1994,
DLR,,CID1460,2644,Customer Name 1460,Street Address 1460,Line2,Line3,The City,STATE,10471,USA,,4/25/1994,
DLR,,CID1461,2654,Customer Name 1461,Street Address 1461,Line2,Line3,The City,STATE,10471,USA,,4/26/1994,
IND,,CID1462,2658,Customer Name 1462,Street Address 1462,Line2,Line3,The City,STATE,10471,USA,,4/27/1994,
DLR,,CID1463,2659,Customer Name 1463,Street Address 1463,Line2,Line3,The City,STATE,10471,USA,,4/28/1994,
DLR,,CID1464,2663,Customer Name 1464,Street Address 1464,Line2,Line3,The City,STATE,10471,USA,,4/29/1994,
DLR,,CID1465,2664,Customer Name 1465,Street Address 1465,Line2,Line3,The City,STATE,10471,USA,,4/30/1994,
DLR,,CID1466,2666,Customer Name 1466,Street Address 1466,Line2,Line3,The City,STATE,10471,USA,,5/1/1994,
DLR,,CID1467,2667,Customer Name 1467,Street Address 1467,Line2,Line3,The City,STATE,10471,USA,,5/2/1994,
DLR,,CID1468,2669,Customer Name 1468,Street Address 1468,Line2,Line3,The City,STATE,10471,USA,,5/3/1994,
DLR,,CID1469,2670,Customer Name 1469,Street Address 1469,Line2,Line3,The City,STATE,10471,USA,,5/4/1994,
DLR,,CID1470,2672,Customer Name 1470,Street Address 1470,Line2,Line3,The City,STATE,10471,USA,,5/5/1994,
DLR,,CID1471,2674,Customer Name 1471,Street Address 1471,Line2,Line3,The City,STATE,10471,USA,,5/6/1994,
DLR,,CID1472,2679,Customer Name 1472,Street Address 1472,Line2,Line3,The City,STATE,10471,USA,,5/7/1994,
DLR,,CID1473,2683,Customer Name 1473,Street Address 1473,Line2,Line3,The City,STATE,10471,USA,,5/8/1994,
DLR,,CID1474,2685,Customer Name 1474,Street Address 1474,Line2,Line3,The City,STATE,10471,USA,,5/9/1994,
DLR,,CID1475,2686,Customer Name 1475,Street Address 1475,Line2,Line3,The City,STATE,10471,USA,,5/10/1994,
DLR,,CID1476,2687,Customer Name 1476,Street Address 1476,Line2,Line3,The City,STATE,10471,USA,,5/11/1994,
DLR,,CID1477,2688,Customer Name 1477,Street Address 1477,Line2,Line3,The City,STATE,10471,USA,,5/12/1994,
DLR,,CID1478,2689,Customer Name 1478,Street Address 1478,Line2,Line3,The City,STATE,10471,USA,,5/13/1994,
DLR,,CID1479,2692,Customer Name 1479,Street Address 1479,Line2,Line3,The City,STATE,10471,CANADA,,5/14/1994,
DLR,,CID1480,2697,Customer Name 1480,Street Address 1480,Line2,Line3,The City,STATE,10471,USA,,5/15/1994,
DLR,,CID1481,2699,Customer Name 1481,Street Address 1481,Line2,Line3,The City,STATE,10471,USA,,5/16/1994,
DLR,,CID1482,2701,Customer Name 1482,Street Address 1482,Line2,Line3,The City,STATE,10471,USA,,5/17/1994,
DLR,,CID1483,2704,Customer Name 1483,Street Address 1483,Line2,Line3,The City,STATE,10471,USA,,5/18/1994,
DLR,,CID1484,2705,Customer Name 1484,Street Address 1484,Line2,Line3,The City,STATE,10471,USA,,5/19/1994,
DLR,,CID1485,2709,Customer Name 1485,Street Address 1485,Line2,Line3,The City,STATE,10471,USA,,5/20/1994,
DLR,,CID1486,2712,Customer Name 1486,Street Address 1486,Line2,Line3,The City,STATE,10471,USA,,5/21/1994,
IND,,CID1487,2714,Customer Name 1487,Street Address 1487,Line2,Line3,The City,STATE,10471,USA,,5/22/1994,
DLR,,CID1488,2715,Customer Name 1488,Street Address 1488,Line2,Line3,The City,STATE,10471,USA,,5/23/1994,
DLR,,CID1489,2716,Customer Name 1489,Street Address 1489,Line2,Line3,The City,STATE,10471,USA,,5/24/1994,
DLR,,CID1490,2719,Customer Name 1490,Street Address 1490,Line2,Line3,The City,STATE,10471,USA,,5/25/1994,
DLR,,CID1491,2720,Customer Name 1491,Street Address 1491,Line2,Line3,The City,STATE,10471,USA,,5/26/1994,
DLR,,CID1492,2721,Customer Name 1492,Street Address 1492,Line2,Line3,The City,STATE,10471,USA,,5/27/1994,
DLR,,CID1493,2722,Customer Name 1493,Street Address 1493,Line2,Line3,The City,STATE,10471,USA,,5/28/1994,
DLR,,CID1494,2723,Customer Name 1494,Street Address 1494,Line2,Line3,The City,STATE,10471,USA,,5/29/1994,
DLR,,CID1495,2724,Customer Name 1495,Street Address 1495,Line2,Line3,The City,STATE,10471,USA,,5/30/1994,
DLR,,CID1496,2725,Customer Name 1496,Street Address 1496,Line2,Line3,The City,STATE,10471,USA,,5/31/1994,
DLR,,CID1497,2728,Customer Name 1497,Street Address 1497,Line2,Line3,The City,STATE,10471,USA,,6/1/1994,
DLR,,CID1498,2729,Customer Name 1498,Street Address 1498,Line2,Line3,The City,STATE,10471,USA,,6/2/1994,
DLR,,CID1499,2730,Customer Name 1499,Street Address 1499,Line2,Line3,The City,STATE,10471,USA,,6/3/1994,
OEM,,CID1500,2733,Customer Name 1500,Street Address 1500,Line2,Line3,The City,STATE,10471,USA,,6/4/1994,
DLR,,CID1501,2734,Customer Name 1501,Street Address 1501,Line2,Line3,The City,STATE,10471,USA,,6/5/1994,
DLR,,CID1502,2737,Customer Name 1502,Street Address 1502,Line2,Line3,The City,STATE,10471,USA,,6/6/1994,
DLR,,CID1503,2740,Customer Name 1503,Street Address 1503,Line2,Line3,The City,STATE,10471,USA,,6/7/1994,
DLR,,CID1504,2746,Customer Name 1504,Street Address 1504,Line2,Line3,The City,STATE,10471,USA,,6/8/1994,
DLR,,CID1505,2748,Customer Name 1505,Street Address 1505,Line2,Line3,The City,STATE,10471,USA,,6/9/1994,
DLR,,CID1506,2749,Customer Name 1506,Street Address 1506,Line2,Line3,The City,STATE,10471,USA,,6/10/1994,
DLR,,CID1507,2750,Customer Name 1507,Street Address 1507,Line2,Line3,The City,STATE,10471,USA,,6/11/1994,
DLR,,CID1508,2755,Customer Name 1508,Street Address 1508,Line2,Line3,The City,STATE,10471,USA,,6/12/1994,
DLR,,CID1509,2757,Customer Name 1509,Street Address 1509,Line2,Line3,The City,STATE,10471,CAN,,6/13/1994,
JDM,,CID1510,2758,Customer Name 1510,Street Address 1510,Line2,Line3,The City,STATE,10471,USA,,6/14/1994,
OEM,,CID1511,2759,Customer Name 1511,Street Address 1511,Line2,Line3,The City,STATE,10471,USA,,6/15/1994,
DLR,,CID1512,2760,Customer Name 1512,Street Address 1512,Line2,Line3,The City,STATE,10471,USA,,6/16/1994,
OEM,,CID1513,2761,Customer Name 1513,Street Address 1513,Line2,Line3,The City,STATE,10471,USA,,6/17/1994,
DLR,,CID1514,2762,Customer Name 1514,Street Address 1514,Line2,Line3,The City,STATE,10471,CANADA,,6/18/1994,
DLR,,CID1515,2763,Customer Name 1515,Street Address 1515,Line2,Line3,The City,STATE,10471,USA,,6/19/1994,
DLR,,CID1516,2764,Customer Name 1516,Street Address 1516,Line2,Line3,The City,STATE,10471,USA,,6/20/1994,
DLR,,CID1517,2767,Customer Name 1517,Street Address 1517,Line2,Line3,The City,STATE,10471,USA,,6/21/1994,
DLR,,CID1518,2768,Customer Name 1518,Street Address 1518,Line2,Line3,The City,STATE,10471,USA,,6/22/1994,
DLR,,CID1519,2769,Customer Name 1519,Street Address 1519,Line2,Line3,The City,STATE,10471,USA,,6/23/1994,
OEM,,CID1520,2771,Customer Name 1520,Street Address 1520,Line2,Line3,The City,STATE,10471,USA,,6/24/1994,
DLR,,CID1521,2772,Customer Name 1521,Street Address 1521,Line2,Line3,The City,STATE,10471,USA,,6/25/1994,
OEM,,CID1522,2773,Customer Name 1522,Street Address 1522,Line2,Line3,The City,STATE,10471,USA,,6/26/1994,
DLR,,CID1523,2775,Customer Name 1523,Street Address 1523,Line2,Line3,The City,STATE,10471,USA,,6/27/1994,
DLR,,CID1524,2776,Customer Name 1524,Street Address 1524,Line2,Line3,The City,STATE,10471,USA,,6/28/1994,
DLR,,CID1525,2777,Customer Name 1525,Street Address 1525,Line2,Line3,The City,STATE,10471,USA,,6/29/1994,
DLR,,CID1526,2778,Customer Name 1526,Street Address 1526,Line2,Line3,The City,STATE,10471,USA,,6/30/1994,
DLR,,CID1527,2779,Customer Name 1527,Street Address 1527,Line2,Line3,The City,STATE,10471,USA,,7/1/1994,
DLR,,CID1528,2781,Customer Name 1528,Street Address 1528,Line2,Line3,The City,STATE,10471,CANADA,,7/2/1994,
DLR,,CID1529,2783,Customer Name 1529,Street Address 1529,Line2,Line3,The City,STATE,10471,USA,,7/3/1994,
OEM,,CID1530,2784,Customer Name 1530,Street Address 1530,Line2,Line3,The City,STATE,10471,USA,,7/4/1994,
DLR,,CID1531,2785,Customer Name 1531,Street Address 1531,Line2,Line3,The City,STATE,10471,USA,,7/5/1994,
DLR,,CID1532,2786,Customer Name 1532,Street Address 1532,Line2,Line3,The City,STATE,10471,USA,,7/6/1994,
DLR,,CID1533,2787,Customer Name 1533,Street Address 1533,Line2,Line3,The City,STATE,10471,USA,,7/7/1994,
DLR,,CID1534,2788,Customer Name 1534,Street Address 1534,Line2,Line3,The City,STATE,10471,USA,,7/8/1994,
DLR,,CID1535,2790,Customer Name 1535,Street Address 1535,Line2,Line3,The City,STATE,10471,USA,,7/9/1994,
DLR,,CID1536,2791,Customer Name 1536,Street Address 1536,Line2,Line3,The City,STATE,10471,USA,,7/10/1994,
DLR,,CID1537,2793,Customer Name 1537,Street Address 1537,Line2,Line3,The City,STATE,10471,USA,,7/11/1994,
OEM,,CID1538,2794,Customer Name 1538,Street Address 1538,Line2,Line3,The City,STATE,10471,USA,,7/12/1994,
DLR,,CID1539,2796,Customer Name 1539,Street Address 1539,Line2,Line3,The City,STATE,10471,USA,,7/13/1994,
DLR,,CID1540,2797,Customer Name 1540,Street Address 1540,Line2,Line3,The City,STATE,10471,USA,,7/14/1994,
DLR,,CID1541,2798,Customer Name 1541,Street Address 1541,Line2,Line3,The City,STATE,10471,CANADA,,7/15/1994,
OEM,,CID1542,2799,Customer Name 1542,Street Address 1542,Line2,Line3,The City,STATE,10471,USA,,7/16/1994,
DLR,,CID1543,2800,Customer Name 1543,Street Address 1543,Line2,Line3,The City,STATE,10471,USA,,7/17/1994,
DLR,,CID1544,2804,Customer Name 1544,Street Address 1544,Line2,Line3,The City,STATE,10471,USA,,7/18/1994,
DLR,1.23457E+30,CID1545,2805,Customer Name 1545,Street Address 1545,Line2,Line3,The City,STATE,10471,USA,,7/19/1994,
DLR,,CID1546,2806,Customer Name 1546,Street Address 1546,Line2,Line3,The City,STATE,10471,USA,,7/20/1994,
DLR,,CID1547,2807,Customer Name 1547,Street Address 1547,Line2,Line3,The City,STATE,10471,USA,,7/21/1994,
DLR,,CID1548,2814,Customer Name 1548,Street Address 1548,Line2,Line3,The City,STATE,10471,USA,,7/22/1994,
DLR,,CID1549,2815,Customer Name 1549,Street Address 1549,Line2,Line3,The City,STATE,10471,USA,,7/23/1994,
DLR,,CID1550,2817,Customer Name 1550,Street Address 1550,Line2,Line3,The City,STATE,10471,USA,,7/24/1994,
DLR,,CID1551,2819,Customer Name 1551,Street Address 1551,Line2,Line3,The City,STATE,10471,USA,,7/25/1994,
DLR,,CID1552,2820,Customer Name 1552,Street Address 1552,Line2,Line3,The City,STATE,10471,USA,,7/26/1994,
OEM,,CID1553,2821,Customer Name 1553,Street Address 1553,Line2,Line3,The City,STATE,10471,CANADA,,7/27/1994,
IND,,CID1554,2825,Customer Name 1554,Street Address 1554,Line2,Line3,The City,STATE,10471,USA,,7/28/1994,
DLR,,CID1555,2826,Customer Name 1555,Street Address 1555,Line2,Line3,The City,STATE,10471,USA,,7/29/1994,
DLR,,CID1556,2829,Customer Name 1556,Street Address 1556,Line2,Line3,The City,STATE,10471,USA,,7/30/1994,
DLR,,CID1557,2830,Customer Name 1557,Street Address 1557,Line2,Line3,The City,STATE,10471,USA,,7/31/1994,
